Mod:Item:MetaData, Localized Name
projectred-core:resource_item:201, 蓝宝石
projectred-core:resource_item:202, 橄榄石
projectred-core:resource_item:250, 沙煤混合物
projectred-core:resource_item:251, 红铁混合物
projectred-core:resource_item:252, 蓝石铁化合物
projectred-core:resource_item:300, 硅晶锭
projectred-core:resource_item:301, 硅
projectred-core:resource_item:310, 红硅混合物
projectred-core:resource_item:311, 荧硅混合物
projectred-core:resource_item:312, 蓝石硅化合物
projectred-core:resource_item:320, 浸渍硅
projectred-core:resource_item:341, 充能硅
projectred-core:resource_item:342, 蓝石硅
projectred-core:resource_item:400, 铜制线圈
projectred-core:resource_item:401, 铁制线圈
projectred-core:resource_item:402, 金制线圈
projectred-core:resource_item:410, 马达
projectred-core:resource_item:420, 布匹
projectred-core:resource_item:421, 帆布
projectred-core:resource_item:500, 白色荧光粉
projectred-core:resource_item:501, 橙色荧光粉
projectred-core:resource_item:502, 品红色荧光粉
projectred-core:resource_item:503, 淡蓝色荧光粉
projectred-core:resource_item:504, 黄色荧光粉
projectred-core:resource_item:505, 黄绿色荧光粉
projectred-core:resource_item:506, 粉色荧光粉
projectred-core:resource_item:507, 灰色荧光粉
projectred-core:resource_item:508, 淡灰色荧光粉
projectred-core:resource_item:509, 青色荧光粉
projectred-core:resource_item:510, 紫色荧光粉
projectred-core:resource_item:511, 蓝色荧光粉
projectred-core:resource_item:512, 棕色荧光粉
projectred-core:resource_item:513, 绿色荧光粉
projectred-core:resource_item:514, 红色荧光粉
projectred-core:resource_item:515, 黑色荧光粉
projectred-core:resource_item:600, 空逻辑路由芯片
projectred-core:drawplate, 起模板
projectred-core:screwdriver, 螺丝刀
projectred-core:multimeter, 调线工具
projectred-integration:gate:0, 或门
projectred-integration:gate:1, 或非门
projectred-integration:gate:2, 非门
projectred-integration:gate:3, 与门
projectred-integration:gate:4, 与非门
projectred-integration:gate:5, 异或门
projectred-integration:gate:6, 异或非门
projectred-integration:gate:7, 缓冲器
projectred-integration:gate:8, 多路复用器
projectred-integration:gate:9, 脉冲发生器
projectred-integration:gate:10, 中继器
projectred-integration:gate:11, 随机信号发生器
projectred-integration:gate:12, RS锁存器
projectred-integration:gate:13, T触发器
projectred-integration:gate:14, 透明锁存器
projectred-integration:gate:15, 光照传感器
projectred-integration:gate:16, 雨雪传感器
projectred-integration:gate:17, 计时器
projectred-integration:gate:18, 序列发生器
projectred-integration:gate:19, 计数器
projectred-integration:gate:20, 状态单元
projectred-integration:gate:21, 同步器
projectred-integration:gate:22, 总线收发器
projectred-integration:gate:23, 空单元
projectred-integration:gate:24, 转换单元
projectred-integration:gate:25, 缓冲单元
projectred-integration:gate:26, 比较器
projectred-integration:gate:27, 与单元
projectred-integration:gate:28, 总线随机发生器
projectred-integration:gate:29, 总线转换器
projectred-integration:gate:30, 总线输入板
projectred-integration:gate:31, 数据储存器
projectred-integration:gate:32, 分段显示门
projectred-integration:gate:33, 减速随机发生器
projectred-integration:gate:34, IC门
projectred-transmission:wire:0, 红色合金丝
projectred-transmission:wire:1, 白色绝缘线缆
projectred-transmission:wire:2, 橙色绝缘线缆
projectred-transmission:wire:3, 品红色绝缘线缆
projectred-transmission:wire:4, 淡蓝色绝缘线缆
projectred-transmission:wire:5, 黄色绝缘线缆
projectred-transmission:wire:6, 黄绿色绝缘线缆
projectred-transmission:wire:7, 粉色绝缘线缆
projectred-transmission:wire:8, 灰色绝缘线缆
projectred-transmission:wire:9, 淡灰色绝缘线缆
projectred-transmission:wire:10, 青色绝缘线缆
projectred-transmission:wire:11, 紫色绝缘线缆
projectred-transmission:wire:12, 蓝色绝缘线缆
projectred-transmission:wire:13, 棕色绝缘线缆
projectred-transmission:wire:14, 绿色绝缘线缆
projectred-transmission:wire:15, 红色绝缘线缆
projectred-transmission:wire:16, 黑色绝缘线缆
projectred-transmission:wire:17, 集束线缆
projectred-transmission:wire:18, 白色集束线缆
projectred-transmission:wire:19, 橙色集束线缆
projectred-transmission:wire:20, 品红色集束线缆
projectred-transmission:wire:21, 淡蓝色集束线缆
projectred-transmission:wire:22, 黄色集束线缆
projectred-transmission:wire:23, 黄绿色集束线缆
projectred-transmission:wire:24, 粉色集束线缆
projectred-transmission:wire:25, 灰色集束线缆
projectred-transmission:wire:26, 淡灰色集束线缆
projectred-transmission:wire:27, 青色集束线缆
projectred-transmission:wire:28, 紫色集束线缆
projectred-transmission:wire:29, 蓝色集束线缆
projectred-transmission:wire:30, 棕色集束线缆
projectred-transmission:wire:31, 绿色集束线缆
projectred-transmission:wire:32, 红色集束线缆
projectred-transmission:wire:33, 黑色集束线缆
projectred-transmission:wire:34, 低负载功率线缆
projectred-transmission:framed_wire:0, 框架红色合金丝
projectred-transmission:framed_wire:1, 框架白色绝缘线缆
projectred-transmission:framed_wire:2, 框架橙色绝缘线缆
projectred-transmission:framed_wire:3, 框架品红色绝缘线缆
projectred-transmission:framed_wire:4, 框架淡蓝色绝缘线缆
projectred-transmission:framed_wire:5, 框架黄色绝缘线缆
projectred-transmission:framed_wire:6, 框架黄绿色绝缘线缆
projectred-transmission:framed_wire:7, 框架粉色绝缘线缆
projectred-transmission:framed_wire:8, 框架灰色绝缘线缆
projectred-transmission:framed_wire:9, 框架淡灰色绝缘线缆
projectred-transmission:framed_wire:10, 框架青色绝缘线缆
projectred-transmission:framed_wire:11, 框架紫色绝缘线缆
projectred-transmission:framed_wire:12, 框架蓝色绝缘线缆
projectred-transmission:framed_wire:13, 框架棕色绝缘线缆
projectred-transmission:framed_wire:14, 框架绿色绝缘线缆
projectred-transmission:framed_wire:15, 框架红色绝缘线缆
projectred-transmission:framed_wire:16, 框架黑色绝缘线缆
projectred-transmission:framed_wire:17, 框架集束线缆
projectred-transmission:framed_wire:34, 框架低负载功率线缆
projectred-fabrication:ic_machine:0, IC工作台
projectred-fabrication:ic_machine:1, IC印刷机
projectred-fabrication:ic_blueprint, IC蓝图
projectred-fabrication:ic_chip:0, IC芯片
projectred-fabrication:ic_chip:1, 创造模式IC芯片
translocators:diamond_nugget, 钻石粒
translocators:translocator_part:0, 物品转运器
translocators:translocator_part:1, 流体转运器
chisel:blockaluminum:0, 铝块
chisel:blockaluminum:1, 铝块
chisel:blockaluminum:2, 铝块
chisel:blockaluminum:3, 铝块
chisel:blockaluminum:4, 铝块
chisel:blockaluminum:5, 铝块
chisel:blockaluminum:6, 铝块
chisel:andesite:0, 安山岩
chisel:andesite:1, 安山岩
chisel:andesite:2, 安山岩
chisel:andesite:3, 安山岩
chisel:andesite:4, 安山岩
chisel:andesite:5, 安山岩
chisel:andesite:6, 安山岩
chisel:andesite:7, 安山岩
chisel:andesite:8, 安山岩
chisel:andesite:9, 安山岩
chisel:andesite:10, 安山岩
chisel:andesite:11, 安山岩
chisel:andesite:12, 安山岩
chisel:andesite:13, 安山岩
chisel:andesite:14, 安山岩
chisel:andesite:15, 安山岩
chisel:andesite1:0, 安山岩
chisel:andesite1:1, 安山岩
chisel:andesite1:2, 安山岩
chisel:andesite1:3, 安山岩
chisel:andesite1:4, 安山岩
chisel:andesite1:5, 安山岩
chisel:andesite1:6, 安山岩
chisel:andesite1:7, 安山岩
chisel:andesite1:8, 安山岩
chisel:andesite1:9, 安山岩
chisel:andesite1:10, 安山岩
chisel:andesite1:11, 安山岩
chisel:andesite1:12, 安山岩
chisel:andesite1:13, 安山岩
chisel:andesite1:14, 安山岩
chisel:andesite1:15, 安山岩
chisel:andesite2:0, 安山岩
chisel:antiblock:0, 纯色方块
chisel:antiblock:1, 纯色方块
chisel:antiblock:2, 纯色方块
chisel:antiblock:3, 纯色方块
chisel:antiblock:4, 纯色方块
chisel:antiblock:5, 纯色方块
chisel:antiblock:6, 纯色方块
chisel:antiblock:7, 纯色方块
chisel:antiblock:8, 纯色方块
chisel:antiblock:9, 纯色方块
chisel:antiblock:10, 纯色方块
chisel:antiblock:11, 纯色方块
chisel:antiblock:12, 纯色方块
chisel:antiblock:13, 纯色方块
chisel:antiblock:14, 纯色方块
chisel:antiblock:15, 纯色方块
chisel:basalt:0, 玄武岩
chisel:basalt:1, 玄武岩
chisel:basalt:2, 玄武岩
chisel:basalt:3, 玄武岩
chisel:basalt:4, 玄武岩
chisel:basalt:5, 玄武岩
chisel:basalt:6, 玄武岩
chisel:basalt:7, 玄武岩
chisel:basalt:8, 玄武岩
chisel:basalt:9, 玄武岩
chisel:basalt:10, 玄武岩
chisel:basalt:11, 玄武岩
chisel:basalt:12, 玄武岩
chisel:basalt:13, 玄武岩
chisel:basalt:14, 玄武岩
chisel:basalt:15, 玄武岩
chisel:basalt1:0, 玄武岩
chisel:basalt1:1, 玄武岩
chisel:basalt1:2, 玄武岩
chisel:basalt1:3, 玄武岩
chisel:basalt1:4, 玄武岩
chisel:basalt1:5, 玄武岩
chisel:basalt1:6, 玄武岩
chisel:basalt1:7, 玄武岩
chisel:basalt1:8, 玄武岩
chisel:basalt1:9, 玄武岩
chisel:basalt2:0, 玄武岩
chisel:basalt2:1, 玄武岩
chisel:basalt2:2, 玄武岩
chisel:basalt2:3, 玄武岩
chisel:basalt2:4, 玄武岩
chisel:basalt2:5, 玄武岩
chisel:basalt2:6, 玄武岩
chisel:basalt2:7, 玄武岩
chisel:bookshelf_oak:0, 橡木书架
chisel:bookshelf_oak:1, 橡木书架
chisel:bookshelf_oak:2, 橡木书架
chisel:bookshelf_oak:3, 橡木书架
chisel:bookshelf_oak:4, 橡木书架
chisel:bookshelf_oak:5, 橡木书架
chisel:bookshelf_oak:6, 橡木书架
chisel:bookshelf_oak:7, 橡木书架
chisel:bookshelf_oak:8, 橡木书架
chisel:bookshelf_oak:9, 橡木书架
chisel:bookshelf_spruce:0, 云杉木书架
chisel:bookshelf_spruce:1, 云杉木书架
chisel:bookshelf_spruce:2, 云杉木书架
chisel:bookshelf_spruce:3, 云杉木书架
chisel:bookshelf_spruce:4, 云杉木书架
chisel:bookshelf_spruce:5, 云杉木书架
chisel:bookshelf_spruce:6, 云杉木书架
chisel:bookshelf_spruce:7, 云杉木书架
chisel:bookshelf_spruce:8, 云杉木书架
chisel:bookshelf_spruce:9, 云杉木书架
chisel:bookshelf_birch:0, 白桦木书架
chisel:bookshelf_birch:1, 白桦木书架
chisel:bookshelf_birch:2, 白桦木书架
chisel:bookshelf_birch:3, 白桦木书架
chisel:bookshelf_birch:4, 白桦木书架
chisel:bookshelf_birch:5, 白桦木书架
chisel:bookshelf_birch:6, 白桦木书架
chisel:bookshelf_birch:7, 白桦木书架
chisel:bookshelf_birch:8, 白桦木书架
chisel:bookshelf_birch:9, 白桦木书架
chisel:bookshelf_jungle:0, 丛林木书架
chisel:bookshelf_jungle:1, 丛林木书架
chisel:bookshelf_jungle:2, 丛林木书架
chisel:bookshelf_jungle:3, 丛林木书架
chisel:bookshelf_jungle:4, 丛林木书架
chisel:bookshelf_jungle:5, 丛林木书架
chisel:bookshelf_jungle:6, 丛林木书架
chisel:bookshelf_jungle:7, 丛林木书架
chisel:bookshelf_jungle:8, 丛林木书架
chisel:bookshelf_jungle:9, 丛林木书架
chisel:bookshelf_acacia:0, 金合欢木书架
chisel:bookshelf_acacia:1, 金合欢木书架
chisel:bookshelf_acacia:2, 金合欢木书架
chisel:bookshelf_acacia:3, 金合欢木书架
chisel:bookshelf_acacia:4, 金合欢木书架
chisel:bookshelf_acacia:5, 金合欢木书架
chisel:bookshelf_acacia:6, 金合欢木书架
chisel:bookshelf_acacia:7, 金合欢木书架
chisel:bookshelf_acacia:8, 金合欢木书架
chisel:bookshelf_acacia:9, 金合欢木书架
chisel:bookshelf_darkoak:0, 深色橡木书架
chisel:bookshelf_darkoak:1, 深色橡木书架
chisel:bookshelf_darkoak:2, 深色橡木书架
chisel:bookshelf_darkoak:3, 深色橡木书架
chisel:bookshelf_darkoak:4, 深色橡木书架
chisel:bookshelf_darkoak:5, 深色橡木书架
chisel:bookshelf_darkoak:6, 深色橡木书架
chisel:bookshelf_darkoak:7, 深色橡木书架
chisel:bookshelf_darkoak:8, 深色橡木书架
chisel:bookshelf_darkoak:9, 深色橡木书架
chisel:bricks:0, 砖块
chisel:bricks:1, 砖块
chisel:bricks:2, 砖块
chisel:bricks:3, 砖块
chisel:bricks:4, 砖块
chisel:bricks:5, 砖块
chisel:bricks:6, 砖块
chisel:bricks:7, 砖块
chisel:bricks:8, 砖块
chisel:bricks:9, 砖块
chisel:bricks:10, 砖块
chisel:bricks:11, 砖块
chisel:bricks:12, 砖块
chisel:bricks:13, 砖块
chisel:bricks:14, 砖块
chisel:bricks:15, 砖块
chisel:bricks1:0, 砖块
chisel:bricks1:1, 砖块
chisel:bricks1:2, 砖块
chisel:bricks1:3, 砖块
chisel:bricks1:4, 砖块
chisel:bricks1:5, 砖块
chisel:bricks1:6, 砖块
chisel:bricks1:7, 砖块
chisel:bricks1:8, 砖块
chisel:bricks1:9, 砖块
chisel:bricks2:0, 砖块
chisel:bricks2:1, 砖块
chisel:bricks2:2, 砖块
chisel:bricks2:3, 砖块
chisel:bricks2:4, 砖块
chisel:bricks2:5, 砖块
chisel:blockbronze:0, 青铜块
chisel:blockbronze:1, 青铜块
chisel:blockbronze:2, 青铜块
chisel:blockbronze:3, 青铜块
chisel:blockbronze:4, 青铜块
chisel:blockbronze:5, 青铜块
chisel:blockbronze:6, 青铜块
chisel:brownstone:0, 褐砂石
chisel:brownstone:1, 褐砂石
chisel:brownstone:2, 褐砂石
chisel:brownstone:3, 褐砂石
chisel:brownstone:4, 褐砂石
chisel:brownstone:5, 褐砂石
chisel:brownstone:6, 褐砂石
chisel:brownstone:7, 褐砂石
chisel:brownstone:8, 褐砂石
chisel:brownstone:9, 褐砂石
chisel:certus:0, Block of Certus Quartz
chisel:certus:1, Block of Certus Quartz
chisel:certus:2, Block of Certus Quartz
chisel:certus:3, Block of Certus Quartz
chisel:certus:4, Block of Certus Quartz
chisel:certus:5, Block of Certus Quartz
chisel:certus:6, Block of Certus Quartz
chisel:certus:7, Block of Certus Quartz
chisel:certus:8, Block of Certus Quartz
chisel:certus:9, Block of Certus Quartz
chisel:certus:10, Block of Certus Quartz
chisel:certus:11, Block of Certus Quartz
chisel:certus:12, Block of Certus Quartz
chisel:certus:13, Block of Certus Quartz
chisel:certus:14, Block of Certus Quartz
chisel:certus:15, Block of Certus Quartz
chisel:certus1:0, Block of Certus Quartz
chisel:certus1:1, Block of Certus Quartz
chisel:certus1:2, Block of Certus Quartz
chisel:certus1:3, Block of Certus Quartz
chisel:certus1:4, Block of Certus Quartz
chisel:certus1:5, Block of Certus Quartz
chisel:certus1:6, Block of Certus Quartz
chisel:certus1:7, Block of Certus Quartz
chisel:certus1:8, Block of Certus Quartz
chisel:certus1:9, Block of Certus Quartz
chisel:certus1:10, Block of Certus Quartz
chisel:certus1:11, Block of Certus Quartz
chisel:certus1:12, Block of Certus Quartz
chisel:certus1:13, Block of Certus Quartz
chisel:certus1:14, Block of Certus Quartz
chisel:certus1:15, Block of Certus Quartz
chisel:certus2:0, Block of Certus Quartz
chisel:certus2:1, Block of Certus Quartz
chisel:carpet_black:0, 黑色地毯
chisel:carpet_black:1, 黑色地毯
chisel:carpet_red:0, 红色地毯
chisel:carpet_red:1, 红色地毯
chisel:carpet_green:0, 绿色地毯
chisel:carpet_green:1, 绿色地毯
chisel:carpet_brown:0, 棕色地毯
chisel:carpet_brown:1, 棕色地毯
chisel:carpet_blue:0, 蓝色地毯
chisel:carpet_blue:1, 蓝色地毯
chisel:carpet_purple:0, 紫色地毯
chisel:carpet_purple:1, 紫色地毯
chisel:carpet_cyan:0, 青色地毯
chisel:carpet_cyan:1, 青色地毯
chisel:carpet_lightgray:0, 淡灰色地毯
chisel:carpet_lightgray:1, 淡灰色地毯
chisel:carpet_gray:0, 灰色地毯
chisel:carpet_gray:1, 灰色地毯
chisel:carpet_pink:0, 粉红色地毯
chisel:carpet_pink:1, 粉红色地毯
chisel:carpet_lime:0, 黄绿色地毯
chisel:carpet_lime:1, 黄绿色地毯
chisel:carpet_yellow:0, 黄色地毯
chisel:carpet_yellow:1, 黄色地毯
chisel:carpet_lightblue:0, 淡蓝色地毯
chisel:carpet_lightblue:1, 淡蓝色地毯
chisel:carpet_magenta:0, 品红色地毯
chisel:carpet_magenta:1, 品红色地毯
chisel:carpet_orange:0, 橙色地毯
chisel:carpet_orange:1, 橙色地毯
chisel:carpet_white:0, 羊毛
chisel:carpet_white:1, 羊毛
chisel:block_charcoal:0, 木炭块
chisel:block_charcoal:1, 木炭块
chisel:block_charcoal:2, 木炭块
chisel:block_charcoal:3, 木炭块
chisel:block_charcoal:4, 木炭块
chisel:block_charcoal:5, 木炭块
chisel:block_charcoal:6, 木炭块
chisel:block_charcoal:7, 木炭块
chisel:block_charcoal:8, 木炭块
chisel:block_charcoal:9, 木炭块
chisel:block_charcoal:10, 木炭块
chisel:block_charcoal:11, 木炭块
chisel:block_charcoal:12, 木炭块
chisel:block_charcoal:13, 木炭块
chisel:block_charcoal:14, 木炭块
chisel:block_charcoal:15, 木炭块
chisel:block_charcoal1:0, 木炭块
chisel:block_charcoal1:1, 木炭块
chisel:block_charcoal1:2, 木炭块
chisel:block_charcoal1:3, 木炭块
chisel:block_charcoal1:4, 木炭块
chisel:block_charcoal1:5, 木炭块
chisel:block_charcoal1:6, 木炭块
chisel:block_charcoal1:7, 木炭块
chisel:block_charcoal1:8, 木炭块
chisel:block_charcoal1:9, 木炭块
chisel:block_charcoal1:10, 木炭块
chisel:block_charcoal1:11, 木炭块
chisel:block_charcoal1:12, 木炭块
chisel:block_charcoal1:13, 木炭块
chisel:block_charcoal1:14, 木炭块
chisel:block_charcoal1:15, 木炭块
chisel:block_charcoal2:0, 木炭块
chisel:block_charcoal2:1, 木炭块
chisel:cloud:0, 云朵
chisel:cloud:1, 云朵
chisel:cloud:2, 云朵
chisel:cloud:3, 云朵
chisel:cloud:4, 云朵
chisel:blockcobalt:0, 钴块
chisel:blockcobalt:1, 钴块
chisel:blockcobalt:2, 钴块
chisel:blockcobalt:3, 钴块
chisel:blockcobalt:4, 钴块
chisel:blockcobalt:5, 钴块
chisel:blockcobalt:6, 钴块
chisel:cobblestone:0, 圆石
chisel:cobblestone:1, 圆石
chisel:cobblestone:2, 圆石
chisel:cobblestone:3, 圆石
chisel:cobblestone:4, 圆石
chisel:cobblestone:5, 圆石
chisel:cobblestone:6, 圆石
chisel:cobblestone:7, 圆石
chisel:cobblestone:8, 圆石
chisel:cobblestone:9, 圆石
chisel:cobblestone:10, 圆石
chisel:cobblestone:11, 圆石
chisel:cobblestone:12, 圆石
chisel:cobblestone:13, 圆石
chisel:cobblestone:14, 圆石
chisel:cobblestone:15, 圆石
chisel:cobblestone1:0, 圆石
chisel:cobblestone1:1, 圆石
chisel:cobblestone1:2, 圆石
chisel:cobblestone1:3, 圆石
chisel:cobblestone1:4, 圆石
chisel:cobblestone1:5, 圆石
chisel:cobblestone1:6, 圆石
chisel:cobblestone1:7, 圆石
chisel:cobblestone1:8, 圆石
chisel:cobblestone1:9, 圆石
chisel:cobblestone2:0, 圆石
chisel:cobblestone2:1, 圆石
chisel:cobblestone2:2, 圆石
chisel:cobblestone2:3, 圆石
chisel:cobblestone2:4, 圆石
chisel:cobblestone2:5, 圆石
chisel:cobblestone2:6, 圆石
chisel:cobblestone2:7, 圆石
chisel:cobblestone2:8, 圆石
chisel:cobblestone2:9, 圆石
chisel:block_coal:0, 煤炭块
chisel:block_coal:1, 煤炭块
chisel:block_coal:2, 煤炭块
chisel:block_coal:3, 煤炭块
chisel:block_coal:4, 煤炭块
chisel:block_coal:5, 煤炭块
chisel:block_coal:6, 煤炭块
chisel:block_coal:7, 煤炭块
chisel:block_coal:8, 煤炭块
chisel:block_coal:9, 煤炭块
chisel:block_coal:10, 煤炭块
chisel:block_coal:11, 煤炭块
chisel:block_coal:12, 煤炭块
chisel:block_coal:13, 煤炭块
chisel:block_coal:14, 煤炭块
chisel:block_coal:15, 煤炭块
chisel:block_coal1:0, 煤炭块
